Job Title,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Industry,Sector,Revenue,Competitors
Senior Data Scientist (F/M),"ABOUT THE JOB

The Senior Data Scientist is responsible for leveraging internal and external data by applying data science (data mining, statistics, artificial intelligence) to discover insights, generate predictions and optimize processes.

Your tasks among others will be:
Liaising with stakeholders on the main descriptive, predictive and prescriptive analytics requirements and act as a consultant during the project definition phase.
Optimizing and enhancing the data science products that are currently in production, including testing the effectiveness and periodically monitor the performance.
Developing data science products ensuring business improvements are impactful and aligned to the company objectives and strategy, including appropriate and structured documentation of the methodology and data used.
Leading the design and delivery of AI and automation solutions.
Conceptualizing and supporting building data pipelines together with Data Engineers.
Presenting data science final products but also the background models and insights to a range of stakeholders to support strategic decisions.
Pro-actively identifying and communicating meaningful patterns from large data sets extracted from both internal and external data sources.
Creating visualization to discover and share insights.
Contributing in developing the Data & Analytics platform together with the Business Intelligence and the Data Engineering teams.
Handing over and operationalizing the data science products developed by the decentralized Data Science labs.
Supporting the development of the team by coaching peers, identifying partnership (universities, startups, etc.…) and attracting talents (by networking, communicating on data science at Swarovski) .
Developing (together with the Head of Data Science) the Data Science CoE operating model to enable the best collection requirements and operationalization for / of data science products.
ABOUT YOU

We are looking for a motivated talent, who brings along the following background:
min.8 years of professional experience in Data Science, Data Analytics, Business Intelligence and related fields.
Professional experience with statistical software (e.g., SAS, R, Python, Matlab) and database languages (e.g., MS SQL, T-SQL, Oracle, PL/SQL), any additional programming language is an asset.
Experience with big-data frameworks such as H2O, TensorFlow, Theano, Hadoop, Spark.
Well structured, analytical thinking and demonstrating the ability to explain and visualize complex analysis in a clear and understandable manner to a non-technical audience.
Ability to manage the full lifecycle of the data science products built.
Outstanding interpersonal communication and presentation skills.
Out of the box thinker, creative but also focused on continuous improvement.
Self-driven, flexible, open minded professional and proactive team player who ensures implementation towards agreed goals and timelines.
Takes ownership and proven track record of striving for excellence.
Fluency in English.
ABOUT SWAROVSKI

Swarovski is a family-run company, founded more than 120 years ago in Wattens, Austria. We are leading group of global companies committed to stable growth and maintaining our place at the forefront of design, creativity, and technological innovation.

Working for Swarovski is more than just a job. You will work for a groundbreaking, modern, premium brand, which is globally known for its quality and creativity. We place people at the heart of our business and offer global pay programs, supported by a range of local benefits. In addition, we provide rich development opportunities which recognize and reward the brilliant contributions of our passionate individuals and teams who contribute to the success of our company – sparkling every day.

As required by law, we advise that the collectively agreed base monthly salary for this position is set at a minimum of € 2.969,24 gross. Our actual salaries are market competitive and take individual qualifications and experience into account.

Are you passionate to contribute with enthusiasm to our success? Then we are looking forward to receiving your job application!",3.8,"Swarovski
3.8",Wattens,-1,10000+ Employees,1895,Retail,Beauty & Personal Accessories Stores,$2 to $5 billion (USD),-1
Data Analyst,"YOUR MISSION
As part of the Data Insights team you are empowering ready2order to become more data driven!
You will be involved in
Data Governance to ensure high quality data that other BI users can easily work with
Data Warehousing to maintain, expand and improve our single source of truth and its ETL processes
Business Intelligence where you provide Reports and Analysis and communicate your findings to stakeholders
Data Science - apply optimization models and predictive analytics to create sophisticated Data Insights
WITHIN 1 WEEK, YOU’LL
Complete the ready2order on-boarding bootcamp and learn about the company history, our business and where we are going.
Have coffee breaks with employees from different departments.
Meet your team.

WITHIN 1 MONTH, YOU’LL
Take a deep dive into our data, the infrastructure and our data governance processes.
Get to know our BI tool, best practices and company standards related to data insights.
Create your first ad-hoc reports and dashboards for key business stakeholders.

WITHIN 3 MONTHS, YOU’LL
Provide high quality data to other BI users by cleansing and transforming data within our BI tool using SQL.
Help establishing a Data Certification process.
Maintain descriptions for data and data related processes.

WITHIN 12 MONTHS, YOU’LL
Maintain and improve our ETL tool (Java).
Apply predictive analytics in BI reports.
Help building optimization models and tools.

SKILLS AND EXPERIENCES TO BE ready
You have a degree in Mathematics, Statistics, Computer Science, Software Engineering or similar field of study
You have +2 years of professional experience in data analytics/business intelligence or a related field.
You are an expert with SQL.
You have coding experience in Java, Python, R or another language.
You are familiar with ETL processes and data warehousing.
You have strong analytical, organizational and communication skills.
You are a motivated team player who can work independently.
You have very good oral and written communication skills in English. German language is an advantage.

Vision
Our vision is to become the top of mind standard for managing a small business. We create a central access to all essential tools, entrepreneurs really need to unleash the full potential of their business.",2.5,"ready2order GmbH
2.5",Wien,-1,51 to 200 Employees,-1,-1,-1,Less than $1 million (USD),-1
Senior Data Scientist,"Who We Are

MOSTLY AI is a Vienna, Austria based high-tech startup that has developed game-changing AI technology for synthetic data. Our solutions enable organizations across the world and across industries to safely share big data assets, internally as well as externally, while keeping the privacy of their customers fully protected. This breakthrough in data protection is made possible by leveraging generative deep neural networks that extract patterns, structures and variations from existing data to generate highly realistic & highly accurate synthetic customers.

Our international team of data enthusiasts takes pride in offering the world's most advanced synthetic data solutions, and thus to enable a big data ecosystem where privacy is truly respected. In order to scale our business to the next level we are seeking to fill several open positions.

Who You Are

You love deep learning, you love research and you love to push the boundaries of what's possible in the domain of unsupervised machine learning. You have worked on AI products in the past and you know what it takes to translate research into production.

If this sounds like you then you should read further!
Responsibilities
Conduct cutting edge research in the field of generative AI
Prototype implementations and support engineering in bringing them into production
Support client projects from end to end incl. data analysis, data processing and client communication
Discover insights, draft reports and summarize findings
Present results to clients and stakeholders
Develop and document best practices and share these internally
Requirements
4+ years of professional data science experience
Expert knowledge in Deep Learning and with Tensorflow
Good knowledge of R and Python, PySpark is a plus
Willingness to learn and constantly improve own data science skills
Strong analytical mindset, curiosity to dig into data and find insights
Highly energetic personality with a “can do / getting things done” attitude
Ability to prioritize and manage multiple tasks simultaneously
Result-driven as well as excellent interpersonal, communication, and collaborative skills
English, German is a plus
Must be able to navigate and blend into a high pace start-up environment
Our Perks
Be part of the revolution and work with international top experts in the field of unsupervised AI
Build the world you wish to see - a future where big data and privacy can co-exist
Live and work in Vienna, named year-after-year the most liveable city in the world!
Benefit from five weeks of paid vacation and 100% covered health insurance here in Austria
Enjoy lunch subsidies and free annual public transportation tickets
Take snacks and drinks at the office, and celebrate happy hours with your colleagues
Join us on team events, ranging from cross country skiing to carpenter workshops - we don't settle for boring
€60.000 annual gross salary incl. overtime – additional payment according to skills and experience

If you love data as much as we do, then come and join us to advance, deploy and promote our category-defining novel solutions around privacy-preserving generative AI.",-1,Mostly AI,Gerasdorf bei Wien,-1,Unknown,-1,-1,-1,Less than $1 million (USD),-1
Data Scientist TensorFlow Python,"Data Scientist Vienna to €70k

Data Scientist / Engineer (TensorFlow Python Machine Learning AI). Would you like to advance your career, remain hands-on and make an impact at a global FinTech whilst enjoying a range of perks including flexible working and training budget?

As a senior Data Scientist / Engineer you will take a lead role in a small team to produce trading strategies using Python, AI and Machine Learning techniques to make sense of data and advise clients on market behaviours.

You'll be based in modern offices in Central Vienna; there's a great team environment with regular social / sports / team events as well as personalised training budget and time set aside each week for your own personal R&D or paid for German language lessons.

Requirements:
You're an experienced Data Scientist / Engineer with strong Python scripting / coding skills
You have a strong knowledge of Machine Learning (including experience with TensorFlow) and Neural Networks
Ideally you will have experience with MongoDB, CI/CD, Docker and Artificial Intelligence
You have a strong record of academic achievement including BSc and MSc - Computer Science, Mathematics or Physics preferred
You have fluent English language skills (German beneficial, or desire to learn)
As a Data Scientist / Engineer you will earn a competitive salary (to €70k) plus bonus and benefits.

Apply now!

Ref: 15286/B/KS/250920",4.4,"Client Server
4.4",Gerasdorf bei Wien,-1,51 to 200 Employees,1999,Business Services,Staffing & Outsourcing,Unknown / Non-Applicable,-1
Senior Data Scientist (f/m/d),"Erste Group IT International (EG IT INT) is the IT service provider of Erste Group, supplying solutions to all entities. It provides development, implementation and integration as well as operation of group-wide solutions. Aimed at offering the best service at the best price, EG IT INT plays a key strategic role within Erste Group.

We are looking for a Senior Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights.

In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for data, modeling and algorithms.

Your goal will be to help our company analyze trends to make better decisions.

Your Tasks

You deliver data science assignments and tasks in data driven projects/ programs in which learning from data and getting added value from data insights has a significant part (Innovation, Big Data, Data Science and AI, Data Analytics projects and similar)
You are ready to deliver independently simple and complex tasks and assignments, not only within his specification
You show genuine curiosity and thinking about innovative problem solutions
You collaborate together with our business units to identify and deliver solutions for critical business challenges
You deliver and support in all phases of the full Data Science process, but with different level of expectations and allocation, depending on the concrete project/prototype like business understanding, analytic approach, data requirements and collection, data understanding, modelling and algorithms, evaluation and interpretation, deployment and solution development support and monitoring and tuning support

Your Background

You have a Bachelor’s or Masters degree with a focus on quantitative disciplines

You have a good understanding of common machine learning algorithms and ability to teach junior data scientists across the organization

Your understanding of banking business is good

You are experienced in Data Analytics and Visualization Tooland have knowledge in machine learning areas (NLP, deep learning, etc.)

You gained advanced knowledge in Big Data Ecosystem components (SQOOP, HIVE, IMPALA, OOZIE, KUDU, etc.), and Cloud technologies (MS Azure, AWS)

You have knowledge of Python, R, SPARK, KNIME, etc. and first hand experience in visualization tools like Tableau, QLIK, R Shiny

You are able to handle the full data science lifecycle incl. deployment and operation of analytical models.

Your language skills: English full professional proficiency

Our Offer
We offer an autonomous and diversified position in an experienced team with international experience.
We support your professional and personal development at all times. Our employees appreciate attractive career opportunities, flexible working hours, numerous social benefits and a professional working atmosphere.

A competitive and performance-related salary dependent on your professional and personal qualifications is granted - the minimum wage for this position in accordance with the respective collective agreement is EUR 49.910,- gross per year

Erste Group considers the diversity of its employees as key to innovation and success. As employer we are proud to offer everyone equal chances, irrespective of age, skin colour, religious belief, gender, sexual orientation or origin

Discover and enjoy the benefits of Erste Group

Interested?

We are looking forward to fill the position at the earliest possible date - apply now! #believeinyourself

Degree of Employment: Full-Time

Primary Location: Austria-Vienna",4.2,"Erste Bank der oesterreichischen Sparkassen AG
4.2",Gerasdorf bei Wien,-1,10000+ Employees,1819,Finance,Banks & Credit Unions,$5 to $10 billion (USD),-1
Junior Data Analyst (w/m/d),"Die TD Trusted Decisions GmbH ist eine unabhängige Managementberatung und bietet methodische Lösungen für ein perfektes Zusammenspiel aller Komponenten der Unternehmenssteuerung. Unsere Mission ist, die Entscheidungsfähigkeit zu stärken und damit das Fundament für Unternehmen der Zukunft zu bilden.
Mit unserem ganzheitlichen Konzept unterstützen wir mittelständische und große Unternehmen dabei, jegliche Informationsflüsse im Unternehmen zu optimieren. Gemeinsam mit unseren Kunden realisieren wir den Aufbau einer integrierten und maßgeschneiderten Informationslandschaft in den Bereichen BI, Controlling, Planung, Konsolidierung, Reporting und Analyse. Als zertifizierter Partner verfügen wir über eine langjährige, gestärkte Partnerschaft zu den Herstellern Qlik und Corporate Planning.
Zur Verstärkung unseres Teams am Standort Wels suchen wir ab sofort einen Junior Data Analyst (m/w/d) unbefristet in Vollzeit oder Teilzeit.
Ihre Aufgaben bei TD Trusted Decisions
Mitarbeit bei der Erstellung von Applikationen für Analysen von Unternehmensdaten
Entwicklung von Ergebnispräsentationen auf Basis der Analysen mit konkreten Lösungsansätzen für die Kunden
Umsetzung und schrittweise eigenverantwortliche Übernahme von Kundenprojekten
Modellierung von Vorhersagemodellen, Recommendation, Clusterung u. ä.
Ihr Profil
Erfolgreich abgeschlossenes Studium der Informatik, Wirtschaftsinformatik oder Betriebswirtschaft mit IT-Bezug bzw. vergleichbare Berufserfahrung
Idealerweise erste praktische Erfahrungen in der Analyse, im Management und in der Visualisierung großer Datenmengen (Big Data)
Hohe Affinität und Spaß im Umgang mit Zahlen und Daten
Maschinelles Lernen und damit verbundene Technologien (R, Python, Azure ML)
Sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift
Hohe Motivation, Zuverlässigkeit, Genauigkeit und Lernbereitschaft

Unser Angebot
Sie sind Teil eines jungen und dynamischen Unternehmens mit moderner Arbeitsatmoshäre
Spannende und abwechslungsreiche Tätigkeit aufgrund der Vielzahl an Aufgaben, Branchen und Themen
Möglichkeit, den eigenen Arbeitsbereich aktiv mitzugestalten
Flache Hierarchien mit kurzen Entscheidungswegen
Flexible Arbeitszeitmodelle mit Gleitzeit und Home-Office-Regelungen
Persönliche und fachliche Weiterbildungen und Zertifizierungen

Natürlich entlohnen wir leistungsgerecht. (Verhandlungsbasis ist ein KV-Mindestgehalt von € 35.000,- brutto jährlich auf Basis 40 Stundenwoche). Unsere tatsächlichen Gehaltspakete orientieren sich an aktuellen Marktgehältern und berücksichtigen Ihre Qualifikation und Erfahrung.
Haben wir Ihr Interesse geweckt? Dann kommen Sie in unser Team!
Senden Sie bitte Ihre vollständigen Bewerbungsunterlagen mit Lebenslauf und Motivationsschreiben an Michaela Kaiser unter jobs@trusteddecisions.com.
Haben Sie noch Fragen? Michaela Kaiser steht Ihnen gern auch telefonisch zur Verfügung unter +43 7242 219911.",-1,TD Trusted Decisions,Wels,-1,Unknown,-1,-1,-1,Less than $1 million (USD),-1
Data Scientist - Customer Relationship Management (w/m/d),"Die Erste Bank Oesterreich ist eines der führenden heimischen Geldinstitute. Als Teil der international tätigen Erste Group sind wir eine attraktive Arbeitgeberin, die ihren MitarbeiterInnen interessante Karrierechancen eröffnet.

Die Gruppe Customer Intelligence and Analytics hat den Auftrag, alle verfügbaren Informationen über die KundInnen der Bank so aufzubereiten, dass der Kunde/die Kundin unter Wahrung seiner/ihrer Rechte und im Sinne der Bank optimal und nachhaltig beraten, versorgt und entwickelt werden kann.

Daten sind aktuell die wertvollste Quelle zur Gewinnung eines tieferen Verständnisses der Bedürfnisse des Kunden. Die Umsetzung von Optichannel-Kampagnen mit individuellen Kundenpotenzialen und Events ist hierbei ein Schwerpunkt. Gleichzeitig helfen Erkenntnisse aus Daten im strategischen Entscheidungsprozess und unterstützen uns als Bank in unserem Ziel ein datengetriebenes Unternehmen zu werden.

Wir suchen einen innovativen, kreativen, lösungsorientierten und teamfähigen Data Scientist, der uns bei der datengetriebenen Suche nach Kundenbedürfnissen und Events unterstützt und Lust hat, gemeinsam mit den Verantwortlichen für unsere 1:1 Kommunikationskampagnen Optichannelkampagnen zu implementieren. Darüber hinaus suchen wir Verstärkung in der Interpretation der Ergebnisse, der graphischen Aufbereitung und der Kommunikation der Erkenntnisse im Konzern.
Auch die Mitarbeit in gruppenübergreifenden Projekten ist Teil des Jobs. Unsere Ansprechpartner sind dabei allen voran das Kampagnenmanagement sowie die Produktentwicklung, Vertrieb, Strategie, George und das Risikomanagement.
Ziel der Tätigkeit ist das selbständige analytische Arbeiten, Schnittstelle zu unseren AnsprechpartnerInnen zu sein und die produktive Nutzung der Ergebnisse in der KundInnenkommunikation.

Ihre Tasks

Analytische Unterstützung bei der Identifikation von nachhaltigen Zielgruppen
Laufende Analysen über den Kundenstock und dessen Entwicklung
Ermittlung von kundenbeschreibenden Informationen zur Erstellung von Mikrosegmenten, KundInnenprofilen, Lifetime-Events und Zielgruppen für maßgeschneiderte Kampagnen mittels einfacher Analyse- und ML-Methoden
End-to-end Verantwortung von der Aufbereitung strukturierter und unstrukturierter Daten bis hin zur Kommunikation der Ergebnisse
Optimierung der bestehenden KundInnenprofilierungs- und Prognosemodelle sowie Integration in das Kampagnenmanagement-System
Erstellung von Entscheidungsgrundlagen zur Sicherstellung bzw. Erhöhung der KundInnenprofitabilität und Weiterentwicklung des KundInnenportfolios

Ihr Background

Erfolgreich abgeschlossenes Studium mit quantitativem Fokus (Mathematik, Statistik, Informatik, o.ä.)
Gutes Verständnis zeitgemäßer Methoden zur Datenanalyse und die Fähigkeit eigenständig Modelle zu entwickeln und zu implementieren
Erfahrungen im Customer Relationship Umfeld
Programmiersprachen SAS, R und Python
Ausgezeichnete Kommunikations- und Kooperationsfähigkeiten
Sehr gute konzeptionelle und analytische Fähigkeiten
Lösungsorientiert, innovativ, kreativ, teamfähig
Bereitschaft zur persönlichen Weiterentwicklung
Sehr gutes Deutsch und Englisch

Unser Angebot

Die Erste Bank sieht in der Diversität ihrer MitarbeiterInnen einen Schlüssel für Innovation und Exzellenz. Als Arbeitgeberin sind wir stolz darauf, allen die gleichen Chancen zu bieten, unabhängig von Alter, Hautfarbe, Religion, Geschlecht, sexueller Orientierung oder Herkunft.
Entdecken Sie die zusätzlichen Benefits der Erste Bank.
Einstufung und Gehalt werden wir auf Grundlage Ihrer fachlichen und persönlichen Kompetenz marktkonform und leistungsgerecht vereinbaren - das Mindestgehalt für diese Position beträgt bei vollständiger Erfüllung des Anforderungsprofils laut KV-Einstufung EUR 38.813,00 brutto pro Jahr.
Wir freuen uns auf Ihren ehest möglichen Start bei uns.

Interessiert?
Wir freuen uns auf Sie!

Beschäftigungsausmaß: Vollzeit

Primärer Standort: Österreich-Wien-Wien",4.2,"Erste Bank der oesterreichischen Sparkassen AG
4.2",Wien,-1,10000+ Employees,1819,Finance,Banks & Credit Unions,$5 to $10 billion (USD),-1
Praktikum Data Scientist (w/m) Advanced Analytics & AI,"A1 ist viel mehr als nur ein Telekommunikationsunternehmen. Als Teil der A1 Telekom Austria Group treiben wir die Digitalisierung in 7 Ländern mit innovativen Lösungen und neuen Geschäftsfeldern voran. Du bist auf der Suche nach einem Praktikum und möchtest gemeinsam mit uns die Zukunft gestalten, in der du leben willst? Dann bring dich mit all deinen Stärken ein und probiere Neues aus. Entwickle dich mit uns weiter. Make it happen.

Auf den Punkt gebracht

Praktikum bei A1 - eine Win-Win-Situation! Kaffee holen kannst du woanders. Bei uns bist du ein vollwertiges Teammitglied. Wir gewinnen mit dir eine tatkräftige Unterstützung und du hast die Gelegenheit 6 - 12 Monate praktische Erfahrung zu sammeln und deine Fähigkeiten weiterzuentwickeln.

Wir im Bereich Business Intelligence Competence Center analysieren Daten (Advanced Analytics), gewinnen dadurch neue Erkenntnisse, finden Antworten und führen neue Technologien wie Data Lake und Artificial Intelligence Lösungen ein. Damit tragen wir maßgeblich dazu bei, unsere Unternehmensziele zu erreichen.

Du hast Interesse an Business-Prozessen, bist motiviert und möchtest Dinge vorantreiben? Dann bewirb dich jetzt und werde ab Jänner 2021 Teil unseres Teams!

Dein Praktikum

Du verarbeitest und analysierst komplexe strukturierte und unstrukturierte Datenmengen mit adäquaten Methoden (z.B. klassisches Data Mining, Advanced Analytics, Deep Learning) um geschäftsrelevante Erkenntnisse abzuleiten.

Du erstellst skalierbare Algorithmen und statistische Modelle.

Du unterstützt bereichsübergreifend bei der Konzeption, Planung und Umsetzung von maßgeschneiderten Advanced Analytics und AI Lösungen.

Du findest kreativ neue Use Cases in Zusammenarbeit mit den Business Units und unterstützt Trials.

Du bist bei uns richtig, weil ...

du aktuell ein Studium mit Schwerpunkt IT, Informatik, Statistik oder Data Science absolvierst oder abgeschlossen hast.

du bereits über praktische Erfahrung mit Datenanalysetechniken, Sprachen, Software und Systemen (z.B. SQL, Matlab, R, Python, SPSS) verfügst.

du gute Kommunikationsfähigkeiten, sowohl in Deutsch als auch in Englisch, mitbringst.

du dank deiner schnellen Auffassungsgabe Probleme rasch erfasst und mit einem klaren Ziel vor Augen effektiv löst.

du ab Mitte Jänner 2021 bei uns starten kannst.

Besonders freuen wir uns über deine Bewerbung, wenn ...

du zusätzliche Programmierkenntnisse und Wissen über Datenvisualisierung mitbringst.

Deine Benefits @ A1

Flexible Arbeitszeitgestaltung – von A1 Flexzeit bis Mobile Working

Best of both: Stabilität eines erfolgreichen Unternehmens mit innovativen Methoden

Eigenverantwortliches Arbeiten mit viel Gestaltungsfreiraum

Moderne Arbeitsatmosphäre und zentrales Office mit guter öffentlicher Anbindung

Constant Learning mit vielen Möglichkeiten & Angeboten

Bezahlte Mittagspause & Kantine, zusätzliche Urlaubstage und zahlreiche weitere Vergünstigungen

Wir bieten Dir die Chance, die Zukunft von Österreichs größtem Kommunikationsunternehmen aktiv mitzugestalten. Das kollektivvertragliche monatliche Mindestentgelt für dieses Praktikum beträgt EUR 2.288,62 brutto.

Wir bei A1 sind überzeugt, dass Frauen mit ihren Ideen und Arbeitsweisen unverzichtbar für unseren Unternehmenserfolg und unsere Kultur sind. Deshalb freuen wir uns besonders über Bewerbungen von Frauen und werden bei gleicher Qualifikation die Position mit einer Frau besetzen.",3.7,"A1 Telekom Austria
3.7",Wien,-1,10000+ Employees,1881,Telecommunications,Telecommunications Services,$2 to $5 billion (USD),-1
Computer Scientist (m/f) for software development and toolchain support,"Description
COMPUTER SCIENTIST (m/f) for software development and toolchain support

BRP-Rotax develops and produces the most innovative drive systems for the world's most exciting power sports vehicles. Together we get people moving and make hearts beat faster. Do you enjoy learning something new every day, accepting challenges and taking responsibility?

What you can expect
Responsibility for the further development of the IT tool landscape used in the company for the R&D department
Development and mapping of software development processes in our Application Lifecycle Management Tool
Create and automate infrastructure programs and operations using scripts
Development of hardware interfaces in MATLAB/Simulink and verification of generated C code
Administration and maintenance of the toolchain for generating ECU flashware
What you bring with you
Completed technical studies (FH, university) in the field of IT, computer science, computer engineering, software development, embedded development, telematics
Very good knowledge of the programming languages C/C++, .Net/C# and Phyton
Experience in working with the embedded coder from Matlab, ALM Tools (PTC Integrity, Doors, Jira or GitLab) and in the area of UDS communication (ISO14229) is an advantage
Team player with entrepreneurial thinking and acting
Very good knowledge of German and English
We offer

You will be given an exciting position in an international company with many interesting benefits. The minimum salary for this position is EUR 3,390.26 gross/month in accordance with the very attractive collective agreement for the metal industry. An overpayment is possible, depending on your qualifications and experience.",3.6,"BRP
3.6",Gunskirchen,-1,10000+ Employees,1937,Manufacturing,Transportation Equipment Manufacturing,$2 to $5 billion (USD),-1
Data Analyst (m/w/d),"So unterschiedlich unsere Aufgaben auch sind, bei Magenta Telekom verfolgen wir alle dasselbe Ziel: mit ständig neuen Ideen, Produkten und Prozessen lösen wir das ultimative Versprechen für die digitale Zukunft Österreichs ein und gestalten und vereinfachen dadurch das Leben der Menschen.Für unsere neu gegründete, österreichische Schwestergesellschaft ""Magenta Telekom Infra GmbH"" suchen wir zum nächstmöglichen Eintrittstermin einen Data Analyst (m/w/d). Mit rund 35 MitarbeiterInnen verantwortet die Magenta Telekom Infra GmbH die gesamte passive Mobilfunkinfrastruktur.Im Bereich Finance kümmern wir uns um die Buchführung und Finanzgebarung, die Finanzplanung und das Reporting für die Magenta Infra GmbH. Als Data Analyst sind Sie Teil des Finance Teams und bauen die Brücke zwischen operativen Business, der Finanz und der IT.Ihre Aufgabe• Erstellung, Zusammenführung und Analyse von Unternehmens- und Marktdaten aus verschiedenen Datenquellen• Aufbereitung von Daten und Erstellung von (Potenzial-)Analysen für nationale und internationale Projekte• Weiterführende Erstellung und Analyse von unterschiedlichen Szenarien und Forecasts• Sicherstellung der Datenintegrität und Durchführung von Konsistenzchecks• Laufendes Reporting und Datenbankbetreuung• Abgeschlossene technische/kaufmännische Ausbildung• Mehrjährige Berufserfahrung in einer vergleichbaren Position• Erfahrung im Umgang mit relationalen Datenbanksystemen und SQL-Abfragen• Erfahrung in der Mobilfunkbranche von Vorteil• Sehr gute Deutsch- und gute Englischkenntnisse• Vernetztes und ganzheitliches Denken, sowie TeamfähigkeitAbhängig von Ihren Qualifikationen und Erfahrungen bieten wir für diese Position ein attraktives Bruttojahresgehalt, das bei mindestens € 45.000,- liegt.",3.9,"T-MOBILE
3.9",Wien,-1,10000+ Employees,2001,Telecommunications,Telecommunications Services,$10+ billion (USD),-1
Data Analyst - Business Intelligence Microsoft,"Glorious Data Analyst (f/m/d)

Business Intelligence - Microsoft

#yourmission:

Create individual BI solutions for our customers with Microsoft's Data Platform & Analytics
Unlock the data protection of our customers for analysis and forecast of their business processes
Conduct workshops and training courses
Process this data into information and find the appropriate form to visualize insights
Answer and solve ongoing inquiries from your customers and conduct trainings

#yoursuperpowers:

Technical or business studies or comparable training
Knowledge of Business Intelligence (BI) and databases (SQL) is an advantage
Ideally experience with Microsoft PowerBI, AzureML, SQLS, Python, AzureDataLake or Dynamics365
At least 3 years of professional experience, independent and responsible way of working
Excellent German and very good written and spoken English

#beternasuperpowers:

Mentoring partner assigned during induction period
Modern working conditions with flexible working hours
Exciting and challenging projects in different industries
Professional development and certifications
Optional pension scheme
International work environment

Our projects are diverse – our team is unique! With over 850 employees across 19 offices, BE-terna is one of the largest providers of business solutions in Europe. With passion for the latest software technologies, we enable our customers to work more easily and transparently. At BE-terna, every single employee can contribute to our exciting projects – teamwork is one of our greatest assets! To know more about us and our culture please visit our Career page.",3.8,"Adacta
3.8",Traun,-1,201 to 500 Employees,-1,Information Technology,Computer Hardware & Software,Less than $1 million (USD),-1
Data Scientist- Product,"About us:

After 25 successful years, flybuys is in an exciting new phase of growth almost like being back in startup mode. Not only do we have a renewed focus on product development and innovation, were also dedicated to developing all our team members and supporting them with everything they need to reach their potential. When people are valued and recognised, thats when they can really be inspired to bring their best.

Our team:

We believe people work better and have more fun when they have the freedom and flexibility to make their work fit around their life. Good ideas can come from anywhere, which is why all our team members are encouraged and empowered to contribute to the success of flybuys. Innovation happens more effectively when we pull in the same direction and its more fun. We are a collaborative team that celebrates achievements and provides opportunities for growth.

The opportunity:

We are currently looking for a Data Scientist to join our Data Product & Strategy team.

The key areas of accountability in the role are:

Data Science:
Developing end-to-end analytical products using machine learning and statistical techniques.
Presenting outcome-focused insights and recommendations back to the business.
Engage with key stakeholders to ensure the solution suits their vision, and what decisions they need to make as a result of the solution.
Providing machine learning and statistical technical advice to the wider analytics team.
Analytical expertise - contribute to the development/evolution of the analytics and data science strategy.
Ensure analytical requirements are embedded in solution design, execution and support.
Work alongside flybuys - technology and various business team domains to implement the analytical requirements.
Thought Leadership & Innovation:
Socialise analytics trends and best practices .
Source, develop and apply new and existing analytical methods and techniques.
Use of a variety of sources to keep abreast of industry practices.
Ensure key stakeholders are updated, ensuring the commercial impact has been explored / communicated.
Mentor and develop other members of the team to further their understanding and use of analytical techniques.
Stakeholder Management:
Cultivate relationships across internal teams and with the partners, at all levels as required.
Clearly articulate the customer opportunity, commercial benefit, analytical findings.
Explain complex analysis to non-technical audience .
Tell and sell the story to stakeholders, visualise and report data findings creatively in a variety of visual formats that provides insights.
To be successful you will have:
Analytics professional with a proven track record (ideally 6+ years) in advanced analytics/data science.
Preferred Master's or PhD degree in Statistics, Applied Math, Operations Research, Econometrics or a related quantitative field.
Analytical applications R, Python, Scala, Spark, SQL.
Experience of working within large complex, cross-functional projects.
Experience in clearly articulating the commercial benefits of analytics
Experience in large, complex datasets.
Great influencing and storytelling skills and the ability to build and leverage relationships.
Track record in delivering business value through analytics.
Significant exposure and knowledge of techniques such as regression, clustering, machine learning, text mining, forecasting, statistical inferencing, optimisation.
BI experience (e.g., Power BI, Tableau)
Snowflake and/or Sagemaker experience would be advantageous.
Find your place at flybuys:

We know that a big part of what makes flybuys such a fantastic place to work is that we live our values of being generous, passionate, relevant, united and doing the right thing every day.

Ready to find your place?

Were always on the lookout for passionate people to join our team.
Video",4.1,"flybuys
4.1",Österreich,-1,51 to 200 Employees,-1,Business Services,Membership Organizations,Unknown / Non-Applicable,-1
